datetime,MKT,MOM,SIZE,VOL,SPY,GOLD,OIL
2020-12-04,0.026941714474090373,0.01651682666015858,0.0011705303283552765,0.002883995462215988,-0.00027266282415927545,0.005106460340978725,0.007950543729169812
2020-12-05,-0.07640893022356991,-0.03582952690794054,-0.01738476299355407,-0.04099415016607495,0.008617660694319351,-0.0014942728677773687,0.013584551712886084
2020-12-06,0.06262479371922258,0.05363370897776609,0.00710259954768383,0.020331502300282023,0.0,0.0,0.0
2020-12-07,-0.004385103026013562,0.020776437676510814,0.001493467205886917,0.001120494787527987,0.0,0.0,0.0
2020-12-08,0.004598830420841249,0.020970069848983044,0.008648084080060889,0.013756032568071397,-0.002054924914021261,0.014192320536960068,-0.01080847423566067
2020-12-09,-0.05712523936080953,-0.02488918433932774,-0.008372791281635955,0.011638071019103538,0.0029261535444053965,0.0041155182712420135,-0.0034965002902289655
2020-12-10,0.02998747237041872,0.05300528421935358,-0.0048893267482075925,0.04719535978441866,-0.008968851906722475,-0.01723345597444348,-0.0017543425226826947
2020-12-11,-0.03621675999374619,-0.014416519900948804,0.019499811526252936,-0.03684074540268657,-0.0003271091637696566,-0.0020661787607384463,0.027680103446007465
2020-12-12,-0.03074030618369627,-0.009161818853913678,0.002522466710648527,-0.020551160436377405,-0.0011725792497865317,0.0020253591374090885,-0.004489078451314521
2020-12-13,0.04178885069719812,-0.021972251564547324,0.0043546982765685915,-0.00046573776641486986,0.0,0.0,0.0
2020-12-14,0.027483522841742214,-0.004716138045247412,-0.024761952271958917,0.002581556771417526,0.0,0.0,0.0
2020-12-15,0.009381021518566216,-0.012658448470239406,0.010556485837784735,-0.04033066529239035,-0.0044771772994041115,-0.006447594607710383,0.009018724208607942
2020-12-16,0.009903373502677545,-0.032056884778495304,0.032979383555748934,-0.010492121595590195,0.013519442768606282,0.01438839360928168,0.013407048966049828
2020-12-17,0.05272168579756731,0.06626062707991702,-0.04027209585014195,0.04721946100649642,0.0015693335858655288,0.005765255376760425,0.004199932117292304
2020-12-18,-0.0032306451762445843,-0.0016931271683180982,-0.04525092439913744,0.0010428498766388156,0.005591971105384674,0.011653397486976358,0.011292365515966019
2020-12-19,0.02613007768514284,0.0026166433969423697,0.049503032143246445,0.0030410224948255876,-0.008220503122192802,-0.0027622434441717525,0.015301858032051419
2020-12-20,0.0201382879572004,-0.017045881265516816,0.004170575849570923,0.021116671271150633,0.0,0.0,0.0
2020-12-21,-0.02372412785226925,0.003853748880368421,-0.013810254641682423,-0.027992965763663558,0.0,0.0,0.0
2020-12-22,-0.04423400527204657,0.01491883638912038,0.05590055832173044,-0.02295515409148277,-0.0035754917269487096,-0.0023662277758942363,-0.02769850993724765
2020-12-23,0.01250039304328086,0.028421152257261578,-0.030883826106777285,-0.008639070331449103,-0.0016854238483505757,-0.00887422002599314,-0.015081717540615047
2020-12-24,-0.1266861225623319,0.07720798655382573,0.020987910637265947,-0.06419566935189079,0.00089864940906903,0.006730553247094262,0.023394267618290998
2020-12-25,0.09408642301931933,-0.041473552049626244,-0.0017192057718666692,0.062377594972561304,0.0038903881195311296,0.0023978792381544878,0.0022859645218877844
2020-12-26,0.0029586204493895762,0.02781101638665416,-0.03411373713388163,-0.03331858258062087,0.0,-0.00039433221000073626,0.0
2020-12-27,0.017050731509583382,0.1294302628617865,0.022446248912235553,0.012423831350101402,0.0,0.0,0.0
2020-12-28,0.003496036744996475,-0.04213337301393312,0.012261974157011926,-0.053567001857040275,0.0,0.0,0.0
2020-12-29,0.058884888009827455,0.07488451197344263,0.021417786034366407,-0.03868565994323883,0.008590813008130027,-0.0024709181952186077,-0.012647742403923634
2020-12-30,-0.011871183914090744,0.04061695849743917,0.004357411957358004,-0.035328529690637725,-0.001907784025907855,0.0036350558832098923,0.007979863012151256
2020-12-31,-0.017818366484379337,-0.000999354511797959,-0.0385289315971836,-0.04273300166403775,0.0014268023859043133,0.008187650146420866,0.008333365122477288
2021-01-01,0.003724662900739517,0.05082876670214069,-0.005916082821222635,0.027694002618005184,0.005080808760472344,0.0016475348354860753,0.0024793166963146263
2021-01-02,0.010988983422764078,-0.04024383878089355,0.03131434153158372,0.0225223871031988,0.0,0.0008502170235706874,0.0
2021-01-03,0.01209481295964108,0.06510810562951898,-0.009206835563379673,-0.004794057274454935,0.0,0.0,0.0
2021-01-04,0.06540327966434271,-0.06445912325651948,0.014841422643488186,-0.08048975001762708,0.0,0.0,0.0
2021-01-05,0.016412833585232968,-0.07236562797025839,-0.018688670851139386,-0.009147460717463307,-0.013613967048250797,0.02327342845928171,-0.018549083210795736
2021-01-06,0.047392009378796306,0.04704905018964309,0.019874850569061825,-0.019249395769950883,0.006887334068512274,0.003642485753319491,0.048509059745994954
2021-01-07,0.10323508539488095,0.013582351932035275,-0.019789661386554025,0.09545314576787828,0.005978509842417878,-0.015666719836527232,0.014019642672962185
2021-01-08,-0.007328850725106648,-0.09244967935807483,-0.02172769022183617,-0.03718098482194869,0.014857502740128536,-0.0032890384158190678,0.003950242123644809
2021-01-09,0.02298386946882041,-0.003516338981532613,0.08528805853193874,-0.016029137378063274,0.005697704940709425,-0.0335890420482412,0.027739519902017173
2021-01-10,0.06644473384776403,-0.04675608612626793,-0.08872707653515427,-0.041854359621954995,0.0,0.0,0.0
2021-01-11,-0.006887361602712519,-0.04150296465435735,-0.08055160531024536,-0.0622498057287873,0.0,0.0,0.0
2021-01-12,-0.11160946486383716,-0.004081697219260605,0.013744297681819811,-0.016661657526082743,-0.0067408328505264015,-0.0019471069982193168,0.0001913920599532215
2021-01-13,-0.006784585744843965,-0.019539755380591148,-0.04159857346118709,0.0046562381211028014,0.00021122818136198873,0.0059457529126281106,0.018373188219572345
2021-01-14,0.1056209400179485,0.06215242569108559,-0.01604155279996372,0.0711766376424488,0.00269297997974971,-0.006584893323108187,-0.005638023721524332
2021-01-15,0.028773528893996723,0.06724948718510211,-0.0170275760393237,0.04484194354145614,-0.003501987848495536,0.0016053672009150866,0.01247400962607248
2021-01-16,1.3738046947465201,-6.940289513956164,6.919896364930884,-6.937182123532433,-0.007292659918952005,-0.010712596414483522,-0.022587252032214677
2021-01-17,0.04148399990567303,0.02387714854994452,0.02531212601781381,0.0358097007760069,0.0,0.0,0.0
2021-01-18,0.032777709569199724,-0.020406779031716865,0.007804293322554126,-0.03560209364051757,0.0,0.0,0.0
2021-01-19,0.03886838585586089,-0.00926307615832038,0.02611800226914926,0.011623328330717178,0.0,0.005638944792848211,0.0
2021-01-20,-0.010865102047010817,0.043928835814889794,0.04265507742666878,0.03490095571615638,0.007851956139154792,0.0013320884683780676,0.011841079538914112
2021-01-21,0.04343038921298183,0.019405330278189192,0.11899737378941967,0.049983362841619125,0.013838690448664703,0.017163435272986582,0.0049075526326343155
2021-01-22,-0.14027264055911348,-0.025215547623797324,0.00884351679519263,-0.02193778393716113,0.0009116673809770326,-0.0005324799144799108,-0.002066127101495785
2021-01-23,0.08001009212579271,0.04580822984163255,-0.016677821432332984,-0.015511610602981118,-0.0035394285743136633,-0.009283858432482917,-0.01618672300136037
2021-01-24,0.03916464088673832,-0.004098001206401247,-0.02154496664967473,0.005145190763048688,0.0,0.0,0.0
2021-01-25,0.016891337045998225,-0.009516367078086674,-0.002677021085981224,-0.02674757045730311,0.0,0.0,0.0
2021-01-26,-0.022731077836895035,0.008854525145653103,0.0034957033070530524,0.026527283207153377,0.003943820518178098,0.0013178645294900093,0.009565716388390433
2021-01-27,0.012371379134147834,-0.012310110045395131,-0.005078199583950782,-0.01631915864351194,-0.0015609146554043107,-0.002523677386633283,-0.003032022854352112
2021-01-28,-0.07702786450371417,-0.02936795676987332,0.030759780967024794,-0.06750532754749015,-0.024440474623088737,-0.003415681585820285,0.004561829708899623
2021-01-29,0.07001984195053282,0.05473639995899973,-0.029344586022947997,0.04218337775683316,0.008600197644293539,-0.0019685573238931164,-0.009649921215852508
2021-01-30,0.038983829989231264,-0.018300868977630197,0.08858565871242738,-0.11071889730838497,-0.02001957736408655,0.003113508243569374,-0.0026748068253782398
2021-01-31,0.02916792314049669,-0.055586770665927654,-0.02759050470133144,-0.05663963683687197,0.0,0.0,0.0
2021-02-01,-0.016055113882992633,0.01826407681825573,0.005621658904300789,0.010994485885584868,0.0,0.0,0.0
2021-02-02,0.04531343547785702,-0.03702788227180591,0.004691172912999753,-0.054267864846460276,0.016645507291813688,0.007621548385578603,0.025862039356128852
2021-02-03,0.03232471045867693,0.007268189715354131,-0.004279082423776892,0.027182478682667738,0.014140232992046586,-0.01226228369179616,0.022595688173889794
2021-02-04,0.05658918850776995,-0.007818631104058227,-0.007984594955427776,0.00796522101869046,0.0007863189827368444,-0.0019536177484987816,0.01698320550915855
2021-02-05,0.001810213523933918,0.06376169360961158,-0.0008922050571674445,0.014232586237475156,0.011365693037431068,-0.022631485719341926,0.009696551065604853
2021-02-06,0.12950101836178587,0.04129049649448316,0.012146708990002697,-0.03931076934565675,0.003935860586757878,0.010799543532749034,0.011026123722783554
2021-02-07,-0.010096803451535605,-0.04709619135687804,-0.030694005815769976,-0.007870351909047224,0.0,0.0,0.0
2021-02-08,0.00036504608289403826,-0.002126490750016141,0.017796551514633746,-0.0013818393679375235,0.0,0.0,0.0
